title	author	reason	goodreads_url	confidence	evidence	error	isbn	asin	amazon_url
Heliacle Rising: The Wytchling Chronicles	C. C Davie	no Goodreads match		none	no Goodreads search result			B0BSNYF1NQ	https://www.amazon.com/dp/B0BSNYF1NQ
